height (cm),weight (kg),Age,en_guncel_kayit,matches_played,position_confidence,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,gk_score,defense_score,attack_score,midfield_score,goals,assists,yellow_cards,red_cards,buildUpPlaySpeed,buildUpPlayDribbling,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,position_CAM,position_CB,position_CM,position_GK,position_LAM,position_LB,position_LCB,position_LCM,position_LF,position_LM,position_LST,position_LW,position_LWB,position_RAM,position_RB,position_RCB,position_RCM,position_RF,position_RM,position_RST,position_RW,position_RWB,position_SS,position_ST,buildUpPlaySpeedClass_Balanced,buildUpPlaySpeedClass_Fast,buildUpPlaySpeedClass_Slow,buildUpPlayDribblingClass_Little,buildUpPlayDribblingClass_Lots,buildUpPlayDribblingClass_Normal,buildUpPlayPassingClass_Long,buildUpPlayPassingClass_Mixed,buildUpPlayPassingClass_Short,buildUpPlayPositioningClass_Free Form,buildUpPlayPositioningClass_Organised,chanceCreationPassingClass_Normal,chanceCreationPassingClass_Risky,chanceCreationPassingClass_Safe,chanceCreationCrossingClass_Little,chanceCreationCrossingClass_Lots,chanceCreationCrossingClass_Normal,chanceCreationShootingClass_Little,chanceCreationShootingClass_Lots,chanceCreationShootingClass_Normal,chanceCreationPositioningClass_Free Form,chanceCreationPositioningClass_Organised,defencePressureClass_Deep,defencePressureClass_High,defencePressureClass_Medium,defenceAggressionClass_Contain,defenceAggressionClass_Double,defenceAggressionClass_Press,defenceTeamWidthClass_Narrow,defenceTeamWidthClass_Normal,defenceTeamWidthClass_Wide,defenceDefenderLineClass_Cover,defenceDefenderLineClass_Offside Trap,Age_Squared,Is_Over_30,Gelisim_Farki,Age_Group_U21,Age_Group_Peak_22_27,Age_Group_Deneyimli_28_32,Age_Group_Veteran_33_Plus,Age_Decay_Factor,Age_Decay_Adjusted_Rating
183,75,28,2016,31,4,74.0,76.0,76,57.0,70,77,60,75.0,68,58,70,76.0,69,75,76,73,61,73,73,85,72,69,72,67,69,69,58,70,77,73,10,15,8,9,13,11,72,65,73,0,0,0,0,65,59,43,53,44,53,42,42,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,2.0,0,0,1,0,0.96,71.03999999999999
191,73,24,2016,32,4,70.0,75.0,65,40.0,71,68,49,59.0,33,31,64,62.0,63,68,56,67,57,60,70,69,77,55,65,71,52,65,37,71,71,73,13,12,13,12,14,12,71,50,64,0,0,5,0,50,36,61,48,58,59,60,62,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,5.0,0,1,0,0,1.0,70.0
191,81,19,2015,17,3,68.0,80.0,33,26.0,68,63,26,44.0,31,28,52,59.0,62,54,52,60,58,60,71,63,73,27,67,68,32,34,36,68,72,65,13,15,14,16,11,14,68,36,52,0,0,3,0,59,55,41,58,66,48,41,44,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,361,0,12.0,1,0,0,0,1.0,68.0
188,84,21,2016,10,2,58.0,69.0,31,57.0,70,48,43,55.0,52,42,35,56.0,68,63,54,57,62,56,68,64,72,49,60,24,61,47,60,21,25,17,13,6,10,11,11,10,22,54,46,1,0,2,0,50,60,54,52,54,46,36,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,441,0,11.0,1,0,0,0,1.0,58.0
175,74,29,2016,33,2,87.0,87.0,86,77.0,74,92,81,81.0,77,81,91,87.0,65,62,65,83,77,77,68,81,64,78,45,58,80,93,80,62,64,62,6,10,8,15,15,11,62,79,91,5,7,5,0,67,41,36,41,34,44,39,41,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,841,0,0.0,0,0,1,0,0.92,80.04
178,77,25,2016,2,0,62.0,66.0,62,35.0,52,51,41,62.0,38,42,46,60.0,67,64,67,60,68,56,64,57,57,58,64,64,43,41,50,65,68,64,12,13,11,15,16,13,65,44,49,0,0,0,0,66,54,38,53,33,66,57,56,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,625,0,4.0,0,1,0,0,1.0,62.0
191,83,26,2016,14,3,81.0,85.0,58,82.0,85,72,74,75.0,60,67,48,81.0,75,79,74,74,48,85,82,77,92,76,76,29,79,73,77,25,30,18,14,5,12,8,5,9,26,80,69,9,3,2,0,66,60,45,34,34,46,51,52,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,676,0,4.0,0,1,0,0,1.0,81.0
183,80,27,2016,8,2,69.0,72.0,32,75.0,55,62,59,62.0,54,26,55,65.0,90,84,72,59,64,74,63,63,59,72,82,36,74,44,65,22,25,22,12,10,5,8,13,10,26,71,57,2,1,1,0,63,37,58,42,56,36,49,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,729,0,3.0,0,1,0,0,1.0,69.0
188,75,27,2016,7,1,81.0,83.0,57,58.0,79,86,47,68.0,69,67,83,79.0,67,66,54,82,45,67,54,81,80,67,66,84,68,80,59,73,84,79,7,12,8,7,9,9,80,60,82,0,1,1,0,46,46,39,50,60,36,49,57,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,729,0,2.0,0,1,0,0,1.0,81.0
183,85,26,2015,22,4,74.0,76.0,72,43.0,72,74,33,69.0,64,43,69,71.0,74,75,68,72,72,57,71,73,77,54,78,73,37,68,45,74,76,76,9,6,6,9,11,8,75,43,70,1,1,2,0,58,55,52,48,64,52,48,51,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,676,0,2.0,0,1,0,0,1.0,74.0
185,83,27,2016,22,4,71.0,76.0,22,35.0,73,45,37,24.0,30,25,41,47.0,57,67,55,58,55,39,79,65,83,24,64,73,22,25,34,74,76,75,11,9,9,8,9,9,74,33,40,0,0,7,0,67,32,35,69,58,69,65,65,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,729,0,5.0,0,1,0,0,1.0,71.0
188,70,21,2016,8,2,69.0,80.0,18,18.0,15,35,19,17.0,18,13,29,10.0,54,52,52,61,57,25,62,44,35,15,22,22,11,33,22,22,11,11,73,79,65,66,65,69,17,18,27,0,0,1,1,55,59,38,41,48,50,55,55,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,441,0,11.0,1,0,0,0,1.0,69.0
191,77,23,2016,5,2,56.0,62.0,25,25.0,25,26,25,25.0,25,25,26,25.0,40,49,38,55,50,23,53,53,62,25,24,23,25,25,27,25,20,25,55,52,57,52,64,56,23,25,26,0,0,0,0,64,52,67,64,66,39,36,45,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,529,0,6.0,0,1,0,0,1.0,56.0
188,89,31,2016,21,3,75.0,75.0,24,34.0,77,64,32,42.0,25,24,54,64.0,69,75,67,74,56,48,78,73,84,33,67,76,41,55,32,74,78,76,6,8,9,14,9,9,76,39,59,0,0,2,0,56,40,55,54,49,56,38,37,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,961,1,0.0,0,0,1,0,0.84,63.0
188,75,22,2016,7,2,67.0,76.0,30,68.0,73,49,65,59.0,41,25,33,66.0,66,71,65,62,54,69,74,59,72,51,35,25,72,41,64,25,25,25,5,11,14,12,7,10,25,69,47,0,0,0,0,62,48,52,66,59,58,51,58,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,9.0,0,1,0,0,1.0,67.0
170,66,30,2015,1,0,76.0,76.0,69,73.0,46,72,68,83.0,71,62,52,75.0,88,84,89,71,88,81,63,52,46,72,58,24,77,63,77,36,40,41,5,7,9,15,12,10,35,74,65,0,0,1,0,57,29,38,39,54,55,47,59,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,66.88
183,75,30,2016,1,0,70.0,70.0,66,32.0,64,60,35,65.0,52,45,56,64.0,76,77,65,67,65,58,73,77,70,39,68,64,41,48,49,71,75,73,8,12,11,8,15,11,71,42,57,0,1,1,0,47,44,55,59,68,45,50,45,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,61.6
178,67,27,2016,16,2,77.0,79.0,78,70.0,69,78,66,79.0,79,77,76,82.0,74,75,78,80,74,84,60,74,62,79,71,48,74,74,59,32,41,34,6,13,6,13,16,11,39,74,78,0,0,0,0,51,53,52,43,37,48,38,48,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,729,0,2.0,0,1,0,0,1.0,77.0
170,67,29,2016,23,4,73.0,73.0,71,41.0,52,66,48,69.0,42,46,55,67.0,81,82,89,72,87,66,84,84,50,45,74,74,61,55,43,71,72,75,14,11,7,13,12,11,73,54,61,0,0,0,0,59,56,52,47,53,39,46,49,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,841,0,0.0,0,0,1,0,0.92,67.16
180,77,26,2016,8,2,73.0,79.0,69,55.0,53,77,67,78.0,76,65,75,78.0,70,65,77,74,80,74,58,74,67,68,79,69,66,78,63,59,63,65,5,10,9,5,5,7,64,65,77,0,1,2,0,42,56,52,62,58,47,44,41,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,676,0,6.0,0,1,0,0,1.0,73.0
175,64,26,2016,6,1,69.0,73.0,39,49.0,52,75,47,70.0,55,46,74,74.0,78,75,84,74,82,49,74,77,46,44,75,69,46,69,41,51,66,60,11,15,8,7,9,10,62,48,73,0,0,1,0,48,55,41,38,51,40,35,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,676,0,4.0,0,1,0,0,1.0,69.0
188,80,30,2016,3,0,70.0,70.0,64,71.0,71,66,69,75.0,67,57,58,73.0,78,77,77,69,58,80,76,55,74,69,63,45,72,68,74,34,36,24,8,10,14,9,16,11,35,73,66,0,0,0,0,77,37,57,68,73,29,30,37,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,61.6
188,86,36,2016,23,4,63.0,63.0,41,58.0,65,64,64,61.0,26,40,45,61.0,45,52,54,63,57,62,63,50,86,55,76,53,76,66,63,31,32,28,16,16,9,9,7,11,36,65,59,0,0,0,0,54,49,38,53,51,52,50,54,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1296,1,0.0,0,0,0,1,0.64,40.32
188,82,24,2016,2,0,68.0,74.0,45,77.0,82,59,69,60.0,62,48,48,67.0,56,58,66,58,59,67,80,78,80,64,70,29,68,45,66,29,42,39,7,5,7,14,10,9,35,70,55,0,0,0,1,63,70,56,52,55,46,39,41,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,6.0,0,1,0,0,1.0,68.0
180,79,23,2016,5,1,71.0,77.0,70,71.0,68,72,72,71.0,73,74,71,72.0,70,69,64,71,64,76,68,67,68,75,65,43,68,72,66,37,51,46,6,6,12,15,13,10,44,72,72,0,0,0,0,58,52,38,30,69,56,36,57,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,529,0,6.0,0,1,0,0,1.0,71.0
178,65,22,2016,10,1,67.0,75.0,70,61.0,38,67,62,70.0,79,62,60,73.0,69,66,80,62,72,49,67,62,30,71,38,29,56,67,30,12,20,24,15,16,14,14,9,14,21,57,67,1,0,2,0,46,32,41,48,49,55,40,48,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,8.0,0,1,0,0,1.0,67.0
178,68,26,2016,3,0,64.0,67.0,35,47.0,37,70,46,67.0,42,49,59,67.0,67,61,66,66,77,45,77,61,59,45,51,42,62,70,46,33,33,25,12,15,6,6,11,10,33,50,67,0,0,0,0,33,32,38,48,52,48,58,47,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,676,0,3.0,0,1,0,0,1.0,64.0
178,73,24,2016,28,4,66.0,71.0,66,22.0,57,65,27,64.0,53,43,58,62.0,75,74,73,60,67,64,72,79,62,38,66,62,57,58,49,65,66,66,11,8,11,15,12,11,65,43,61,0,0,0,0,38,45,49,45,42,53,27,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,576,0,5.0,0,1,0,0,1.0,66.0
175,68,30,2016,6,1,75.0,75.0,79,60.0,56,75,69,80.0,83,74,71,80.0,86,81,88,72,88,65,72,80,58,69,75,70,74,70,68,65,74,77,3,5,3,3,5,4,72,67,74,0,1,0,0,57,29,38,39,54,55,47,59,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,66.0
183,75,23,2015,26,4,68.0,75.0,34,21.0,68,64,21,47.0,32,23,51,58.0,53,78,56,64,71,55,85,65,74,33,72,68,49,48,45,67,71,63,14,10,11,11,11,11,67,37,55,0,0,5,1,64,44,50,49,53,46,46,44,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,529,0,7.0,0,1,0,0,1.0,68.0
183,75,24,2016,19,2,71.0,77.0,62,67.0,70,73,61,73.0,58,54,66,74.0,81,81,84,59,62,72,70,64,60,67,55,56,68,69,52,43,50,52,14,8,13,11,13,12,50,67,70,0,0,0,0,54,49,53,51,51,62,58,55,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,6.0,0,1,0,0,1.0,71.0
178,74,20,2016,12,3,63.0,72.0,61,30.0,59,66,33,64.0,51,36,56,57.0,88,90,74,59,72,47,74,85,67,33,67,62,48,60,39,58,59,54,5,12,11,8,9,9,58,40,60,0,0,0,0,45,49,59,32,42,54,36,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,400,0,9.0,1,0,0,0,1.0,63.0
188,70,22,2016,29,4,76.0,81.0,68,27.0,74,70,40,63.0,63,44,65,67.0,78,80,73,70,63,67,69,72,75,53,74,77,47,48,42,75,82,84,8,14,12,11,12,11,80,45,62,0,1,7,0,50,33,48,48,67,31,43,46,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,484,0,5.0,0,1,0,0,1.0,76.0
173,72,24,2016,26,4,81.0,84.0,76,69.0,50,77,70,88.0,69,72,74,84.0,95,91,93,73,85,79,71,69,56,73,67,50,77,72,75,39,43,48,9,10,14,7,14,11,45,74,77,9,4,3,0,49,47,34,62,61,35,57,53,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,3.0,0,1,0,0,1.0,81.0
175,64,28,2016,19,4,73.0,74.0,79,64.0,61,68,68,77.0,76,72,66,75.0,76,78,80,70,72,75,73,67,56,72,65,30,70,67,72,21,22,25,16,8,6,16,10,11,25,69,69,0,0,0,0,66,47,44,58,65,54,39,48,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,784,0,1.0,0,0,1,0,0.96,70.08
183,81,33,2016,20,2,67.0,67.0,57,47.0,67,66,58,51.0,45,56,62,66.0,61,61,59,67,62,69,81,85,75,65,79,68,52,65,59,59,66,64,6,5,5,9,15,8,64,57,65,0,0,0,0,54,42,51,47,52,32,44,58,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1089,1,0.0,0,0,0,1,0.76,50.92
191,81,24,2015,2,0,62.0,69.0,33,28.0,64,37,31,26.0,29,29,36,37.0,53,52,40,53,48,43,65,61,77,20,60,58,31,28,40,59,71,68,7,13,10,12,7,10,64,33,35,0,0,0,0,58,49,42,54,52,52,37,37,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,576,0,7.0,0,1,0,0,1.0,62.0
178,67,20,2016,11,1,56.0,66.0,54,49.0,33,56,48,57.0,46,49,50,58.0,71,73,74,53,74,70,44,65,44,38,32,25,47,48,53,22,34,31,11,14,7,7,10,10,28,54,53,0,0,0,0,50,55,35,51,51,55,45,55,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,400,0,10.0,1,0,0,0,1.0,56.0
175,74,20,2016,2,0,64.0,75.0,57,61.0,38,50,51,74.0,50,43,41,71.0,79,75,70,53,65,67,40,45,62,60,30,27,47,62,51,29,27,29,9,16,11,9,13,12,28,57,56,0,0,0,0,50,36,61,48,58,59,60,62,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,400,0,11.0,1,0,0,0,1.0,64.0
180,76,25,2016,26,2,65.0,70.0,65,61.0,43,66,69,62.0,64,69,64,64.0,75,77,76,72,70,70,71,82,62,66,79,44,62,66,53,67,66,68,14,16,12,16,9,13,61,66,65,0,0,0,0,68,55,66,66,51,49,29,35,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,625,0,5.0,0,1,0,0,1.0,65.0
180,73,35,2015,28,1,76.0,76.0,78,71.0,51,75,75,80.0,80,67,73,81.0,68,70,67,74,67,79,71,59,74,74,71,39,75,74,79,22,27,25,14,14,8,13,5,11,28,75,76,3,5,5,0,55,48,49,46,54,53,39,46,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1225,1,0.0,0,0,0,1,0.6799999999999999,51.67999999999999
175,70,30,2016,12,3,76.0,76.0,76,31.0,41,75,35,73.0,67,39,64,74.0,77,74,73,76,75,56,65,78,66,37,71,69,54,49,52,80,81,84,12,12,15,9,10,12,78,44,66,0,1,1,0,47,44,55,59,68,45,50,45,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,900,0,0.0,0,0,1,0,0.88,66.88
178,72,25,2016,15,2,74.0,77.0,64,76.0,60,75,52,79.0,63,67,69,78.0,84,84,78,71,79,73,66,78,65,63,44,58,71,69,64,42,59,55,9,8,6,8,8,8,54,68,73,1,0,1,1,53,55,47,38,52,55,45,50,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,625,0,3.0,0,1,0,0,1.0,74.0
170,62,28,2016,17,4,77.0,78.0,80,49.0,66,79,38,69.0,67,59,66,78.0,80,80,78,72,83,62,74,84,65,62,81,77,62,57,56,76,76,78,10,11,16,10,14,12,77,53,70,1,1,8,0,48,42,36,36,52,55,47,48,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,784,0,1.0,0,0,1,0,0.96,73.92
188,77,20,2015,5,1,68.0,74.0,58,68.0,72,68,58,68.0,36,29,51,71.0,61,42,65,62,56,72,65,56,71,58,49,19,73,50,59,20,18,22,13,10,8,12,7,10,20,68,60,0,0,1,0,45,36,43,68,52,64,59,42,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,400,0,6.0,1,0,0,0,1.0,68.0
196,80,26,2016,26,4,65.0,68.0,19,13.0,19,22,15,17.0,21,13,25,21.0,34,39,42,71,41,19,62,30,57,22,21,16,15,40,16,22,18,19,64,62,58,62,72,64,19,15,27,0,0,0,0,68,55,66,66,51,49,29,35,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,676,0,3.0,0,1,0,0,1.0,65.0
193,79,35,2016,5,2,60.0,60.0,12,13.0,12,24,12,15.0,11,12,22,19.0,35,41,56,72,50,20,67,37,63,11,29,18,15,39,15,13,11,12,67,48,46,60,62,57,14,15,26,0,0,0,0,54,49,38,53,51,52,50,54,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1225,1,0.0,0,0,0,1,0.6799999999999999,40.8
185,74,26,2016,25,4,74.0,79.0,64,63.0,63,79,69,79.0,75,69,74,83.0,71,75,70,71,54,74,68,75,77,70,61,58,69,79,65,38,57,53,4,13,5,5,8,7,52,69,79,3,4,8,0,69,69,36,37,69,53,39,46,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,676,0,5.0,0,1,0,0,1.0,74.0
